"id","participant_id","group_name","event_type","element_id","task_id","timestamp","metadata","session_start"
"1026","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:19:59.714479+00","{""url"":""https://www.britannica.com/biography/William-Stanley-Jevons"",""phase"":""part2"",""domain"":""britannica.com"",""username"":""airina"",""client_ts"":""2026-06-21T13:19:59.414Z"",""message_id"":""1782047947914""}","2026-06-21 13:06:14.312+00"
"1019","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","paste","chat-input",,"2026-06-21 13:19:00.97293+00","{""phase"":""part2"",""username"":""airina"",""client_ts"":""2026-06-21T13:19:00.631Z"",""timestamp"":""2026-06-21T13:19:00.631Z"",""pasted_length"":68,""pasted_content"":""Beschreibe das Jevons-Paradoxon im Bereich der Energieeffizienz.\r\n\r\n"",""input_length_before"":0}","2026-06-21 13:06:14.312+00"
"995","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:14:26.147923+00","{""url"":""https://mars.nasa.gov/"",""phase"":""part1"",""domain"":""mars.nasa.gov"",""username"":""airina"",""client_ts"":""2026-06-21T13:14:25.831Z"",""message_id"":""1782047659208"",""hover_duration_ms"":905}","2026-06-21 13:06:14.312+00"
"1040","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-click","source-link",,"2026-06-21 13:21:15.854277+00","{""url"":""https://www.esa.int/Science_Exploration/Space_Science/Venus_Express"",""phase"":""part2"",""domain"":""esa.int"",""username"":""airina"",""client_ts"":""2026-06-21T13:21:15.734Z"",""message_id"":""1782048019157""}","2026-06-21 13:06:14.312+00"
"1044","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:22:07.175815+00","{""url"":""https://moon.nasa.gov/"",""phase"":""part2"",""domain"":""moon.nasa.gov"",""username"":""airina"",""client_ts"":""2026-06-21T13:22:06.865Z"",""message_id"":""1782048102555""}","2026-06-21 13:06:14.312+00"
"1037","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-click","source-link",,"2026-06-21 13:20:23.262531+00","{""url"":""https://www.esa.int/Science_Exploration/Space_Science/Venus_Express"",""phase"":""part2"",""domain"":""esa.int"",""username"":""airina"",""client_ts"":""2026-06-21T13:20:23.130Z"",""message_id"":""1782048019157""}","2026-06-21 13:06:14.312+00"
"1056","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","message-send","chat-input",,"2026-06-21 13:23:11.163245+00","{""phase"":""part2"",""message"":""Wie tief ist das Challenger Deep im Marianengraben ungefähr?"",""username"":""airina"",""client_ts"":""2026-06-21T13:23:11.054Z"",""message_index"":7}","2026-06-21 13:06:14.312+00"
"1052","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:22:26.560421+00","{""url"":""https://de.wikipedia.org/wiki/Hubble-Weltraumteleskop"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:22:26.230Z"",""message_id"":""1782048134865"",""hover_duration_ms"":781}","2026-06-21 13:06:14.312+00"
"1036","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:20:22.19624+00","{""url"":""https://www.esa.int/Science_Exploration/Space_Science/Venus_Express"",""phase"":""part2"",""domain"":""esa.int"",""username"":""airina"",""client_ts"":""2026-06-21T13:20:22.064Z"",""message_id"":""1782048019157""}","2026-06-21 13:06:14.312+00"
"1060","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:23:17.950999+00","{""url"":""https://esahubble.org/"",""phase"":""part2"",""domain"":""esahubble.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:23:17.649Z"",""message_id"":""1782048134865"",""hover_duration_ms"":17}","2026-06-21 13:06:14.312+00"
"1059","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:23:17.759821+00","{""url"":""https://esahubble.org/"",""phase"":""part2"",""domain"":""esahubble.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:23:17.633Z"",""message_id"":""1782048134865""}","2026-06-21 13:06:14.312+00"
"981","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:13:15.932673+00","{""url"":""https://plato.stanford.edu/entries/decision-theory/"",""phase"":""part1"",""domain"":""plato.stanford.edu"",""username"":""airina"",""client_ts"":""2026-06-21T13:13:15.542Z"",""message_id"":""1782047420024"",""hover_duration_ms"":16}","2026-06-21 13:06:14.312+00"
"1066","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","logout","chat-logout-button",,"2026-06-21 13:25:21.533286+00","{""group"":""alpha"",""phase"":""part2"",""username"":""airina"",""client_ts"":""2026-06-21T13:25:21.216Z"",""timestamp"":""2026-06-21T13:25:21.216Z""}","2026-06-21 13:06:14.312+00"
"1057","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:23:17.494492+00","{""url"":""https://esahubble.org/"",""phase"":""part2"",""domain"":""esahubble.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:23:17.183Z"",""message_id"":""1782048134865""}","2026-06-21 13:06:14.312+00"
"1034","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:20:22.044497+00","{""url"":""https://de.wikipedia.org/wiki/Venus_(Planet)"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:20:21.731Z"",""message_id"":""1782048019157""}","2026-06-21 13:06:14.312+00"
"992","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:14:24.792306+00","{""url"":""https://mars.nasa.gov/"",""phase"":""part1"",""domain"":""mars.nasa.gov"",""username"":""airina"",""client_ts"":""2026-06-21T13:14:24.676Z"",""message_id"":""1782047659208"",""hover_duration_ms"":66}","2026-06-21 13:06:14.312+00"
"982","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:13:43.862297+00","{""url"":""https://plato.stanford.edu/entries/decision-theory/"",""phase"":""part1"",""domain"":""plato.stanford.edu"",""username"":""airina"",""client_ts"":""2026-06-21T13:13:43.543Z"",""message_id"":""1782047420024""}","2026-06-21 13:06:14.312+00"
"1064","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-click","source-link",,"2026-06-21 13:23:24.443633+00","{""url"":""https://de.wikipedia.org/wiki/Marianengraben"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:23:24.342Z"",""message_id"":""1782048197067""}","2026-06-21 13:06:14.312+00"
"1061","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:23:24.09103+00","{""url"":""https://de.wikipedia.org/wiki/Marianengraben"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:23:23.783Z"",""message_id"":""1782048197067""}","2026-06-21 13:06:14.312+00"
"1058","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:23:17.513404+00","{""url"":""https://esahubble.org/"",""phase"":""part2"",""domain"":""esahubble.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:23:17.216Z"",""message_id"":""1782048134865"",""hover_duration_ms"":33}","2026-06-21 13:06:14.312+00"
"1062","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:23:24.153567+00","{""url"":""https://de.wikipedia.org/wiki/Marianengraben"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:23:23.866Z"",""message_id"":""1782048197067"",""hover_duration_ms"":83}","2026-06-21 13:06:14.312+00"
"1054","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:23:09.15013+00","{""url"":""https://esahubble.org/"",""phase"":""part2"",""domain"":""esahubble.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:23:08.832Z"",""message_id"":""1782048134865"",""hover_duration_ms"":21}","2026-06-21 13:06:14.312+00"
"1050","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:22:25.757992+00","{""url"":""https://de.wikipedia.org/wiki/Hubble-Weltraumteleskop"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:22:25.449Z"",""message_id"":""1782048134865""}","2026-06-21 13:06:14.312+00"
"1051","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-click","source-link",,"2026-06-21 13:22:26.323994+00","{""url"":""https://de.wikipedia.org/wiki/Hubble-Weltraumteleskop"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:22:26.209Z"",""message_id"":""1782048134865""}","2026-06-21 13:06:14.312+00"
"1055","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","paste","chat-input",,"2026-06-21 13:23:10.085212+00","{""phase"":""part2"",""username"":""airina"",""client_ts"":""2026-06-21T13:23:09.972Z"",""timestamp"":""2026-06-21T13:23:09.972Z"",""pasted_length"":64,""pasted_content"":""Wie tief ist das Challenger Deep im Marianengraben ungefähr?\r\n\r\n"",""input_length_before"":0}","2026-06-21 13:06:14.312+00"
"1063","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:23:24.362644+00","{""url"":""https://de.wikipedia.org/wiki/Marianengraben"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:23:24.066Z"",""message_id"":""1782048197067""}","2026-06-21 13:06:14.312+00"
"1045","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:22:07.203262+00","{""url"":""https://moon.nasa.gov/"",""phase"":""part2"",""domain"":""moon.nasa.gov"",""username"":""airina"",""client_ts"":""2026-06-21T13:22:06.888Z"",""message_id"":""1782048102555"",""hover_duration_ms"":23}","2026-06-21 13:06:14.312+00"
"1042","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","paste","chat-input",,"2026-06-21 13:21:36.282878+00","{""phase"":""part2"",""username"":""airina"",""client_ts"":""2026-06-21T13:21:35.967Z"",""timestamp"":""2026-06-21T13:21:35.967Z"",""pasted_length"":69,""pasted_content"":""Wie groß ist die durchschnittliche Entfernung zwischen Erde und Mond?"",""input_length_before"":0}","2026-06-21 13:06:14.312+00"
"1046","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","paste","chat-input",,"2026-06-21 13:22:08.275171+00","{""phase"":""part2"",""username"":""airina"",""client_ts"":""2026-06-21T13:22:08.150Z"",""timestamp"":""2026-06-21T13:22:08.150Z"",""pasted_length"":70,""pasted_content"":""Welchen Durchmesser hat der Primärspiegel des Hubble-Weltraumteleskops"",""input_length_before"":0}","2026-06-21 13:06:14.312+00"
"1038","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:20:23.285419+00","{""url"":""https://www.esa.int/Science_Exploration/Space_Science/Venus_Express"",""phase"":""part2"",""domain"":""esa.int"",""username"":""airina"",""client_ts"":""2026-06-21T13:20:23.152Z"",""message_id"":""1782048019157"",""hover_duration_ms"":1088}","2026-06-21 13:06:14.312+00"
"1035","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:20:22.189061+00","{""url"":""https://de.wikipedia.org/wiki/Venus_(Planet)"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:20:22.064Z"",""message_id"":""1782048019157"",""hover_duration_ms"":333}","2026-06-21 13:06:14.312+00"
"983","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:13:44.04267+00","{""url"":""https://plato.stanford.edu/entries/decision-theory/"",""phase"":""part1"",""domain"":""plato.stanford.edu"",""username"":""airina"",""client_ts"":""2026-06-21T13:13:43.677Z"",""message_id"":""1782047420024"",""hover_duration_ms"":134}","2026-06-21 13:06:14.312+00"
"1039","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:21:14.822707+00","{""url"":""https://www.esa.int/Science_Exploration/Space_Science/Venus_Express"",""phase"":""part2"",""domain"":""esa.int"",""username"":""airina"",""client_ts"":""2026-06-21T13:21:14.498Z"",""message_id"":""1782048019157""}","2026-06-21 13:06:14.312+00"
"1047","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","message-send","chat-input",,"2026-06-21 13:22:08.984955+00","{""phase"":""part2"",""message"":""Welchen Durchmesser hat der Primärspiegel des Hubble-Weltraumteleskops"",""username"":""airina"",""client_ts"":""2026-06-21T13:22:08.860Z"",""message_index"":6}","2026-06-21 13:06:14.312+00"
"1030","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:20:21.478948+00","{""url"":""https://www.esa.int/Science_Exploration/Space_Science/Venus_Express"",""phase"":""part2"",""domain"":""esa.int"",""username"":""airina"",""client_ts"":""2026-06-21T13:20:21.164Z"",""message_id"":""1782048019157""}","2026-06-21 13:06:14.312+00"
"1027","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:19:59.729579+00","{""url"":""https://www.britannica.com/biography/William-Stanley-Jevons"",""phase"":""part2"",""domain"":""britannica.com"",""username"":""airina"",""client_ts"":""2026-06-21T13:19:59.430Z"",""message_id"":""1782047947914"",""hover_duration_ms"":16}","2026-06-21 13:06:14.312+00"
"1053","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:23:09.124003+00","{""url"":""https://esahubble.org/"",""phase"":""part2"",""domain"":""esahubble.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:23:08.811Z"",""message_id"":""1782048134865""}","2026-06-21 13:06:14.312+00"
"1031","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:20:21.530364+00","{""url"":""https://www.esa.int/Science_Exploration/Space_Science/Venus_Express"",""phase"":""part2"",""domain"":""esa.int"",""username"":""airina"",""client_ts"":""2026-06-21T13:20:21.230Z"",""message_id"":""1782048019157"",""hover_duration_ms"":66}","2026-06-21 13:06:14.312+00"
"977","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","message-send","chat-input",,"2026-06-21 13:10:14.157473+00","{""phase"":""part1"",""message"":""Beschreibe das Ellsberg-Paradoxon in der Entscheidungstheorie."",""username"":""airina"",""client_ts"":""2026-06-21T13:10:14.022Z"",""message_index"":4}","2026-06-21 13:06:14.312+00"
"1043","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","message-send","chat-input",,"2026-06-21 13:21:36.670223+00","{""phase"":""part2"",""message"":""Wie groß ist die durchschnittliche Entfernung zwischen Erde und Mond?"",""username"":""airina"",""client_ts"":""2026-06-21T13:21:36.552Z"",""message_index"":5}","2026-06-21 13:06:14.312+00"
"1041","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:21:16.065508+00","{""url"":""https://www.esa.int/Science_Exploration/Space_Science/Venus_Express"",""phase"":""part2"",""domain"":""esa.int"",""username"":""airina"",""client_ts"":""2026-06-21T13:21:15.755Z"",""message_id"":""1782048019157"",""hover_duration_ms"":1257}","2026-06-21 13:06:14.312+00"
"1023","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:19:59.510514+00","{""url"":""https://de.wikipedia.org/wiki/Jevons-Paradoxon"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:19:59.214Z"",""message_id"":""1782047947914""}","2026-06-21 13:06:14.312+00"
"1065","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:23:24.46981+00","{""url"":""https://de.wikipedia.org/wiki/Marianengraben"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:23:24.367Z"",""message_id"":""1782048197067"",""hover_duration_ms"":301}","2026-06-21 13:06:14.312+00"
"1024","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:19:59.517447+00","{""url"":""https://de.wikipedia.org/wiki/Jevons-Paradoxon"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:19:59.414Z"",""message_id"":""1782047947914"",""hover_duration_ms"":200}","2026-06-21 13:06:14.312+00"
"1029","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","message-send","chat-input",,"2026-06-21 13:20:13.274518+00","{""phase"":""part2"",""message"":""Wie lange dauert eine vollständige Rotation der Venus um ihre eigene Achse ungefähr?"",""username"":""airina"",""client_ts"":""2026-06-21T13:20:13.153Z"",""message_index"":4}","2026-06-21 13:06:14.312+00"
"1032","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:20:21.755207+00","{""url"":""https://www.esa.int/Science_Exploration/Space_Science/Venus_Express"",""phase"":""part2"",""domain"":""esa.int"",""username"":""airina"",""client_ts"":""2026-06-21T13:20:21.447Z"",""message_id"":""1782048019157""}","2026-06-21 13:06:14.312+00"
"1025","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:19:59.53063+00","{""url"":""https://www.britannica.com/biography/William-Stanley-Jevons"",""phase"":""part2"",""domain"":""britannica.com"",""username"":""airina"",""client_ts"":""2026-06-21T13:19:59.214Z"",""message_id"":""1782047947914"",""hover_duration_ms"":300}","2026-06-21 13:06:14.312+00"
"1048","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:22:16.710772+00","{""url"":""https://de.wikipedia.org/wiki/Mond"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:22:16.399Z"",""message_id"":""1782048102555""}","2026-06-21 13:06:14.312+00"
"989","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:14:22.227178+00","{""url"":""https://de.wikipedia.org/wiki/Halleyscher_Komet"",""phase"":""part1"",""domain"":""de.wikipedia.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:14:21.910Z"",""message_id"":""1782047599793""}","2026-06-21 13:06:14.312+00"
"974","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","highlight-source-seg_108",,"2026-06-21 13:09:47.039922+00","{""url"":""https://physics.nist.gov/cgi-bin/cuu/Value?stdatm"",""phase"":""part1"",""username"":""airina"",""client_ts"":""2026-06-21T13:09:46.723Z"",""message_id"":""1782047331120"",""hover_duration_ms"":34}","2026-06-21 13:06:14.312+00"
"1014","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:18:40.0529+00","{""url"":""https://www.bipm.org/en/measurement-units/base-units"",""phase"":""part2"",""domain"":""bipm.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:18:39.746Z"",""message_id"":""1782047908140""}","2026-06-21 13:06:14.312+00"
"1011","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","message-send","chat-input",,"2026-06-21 13:18:22.272881+00","{""phase"":""part2"",""message"":""Welche Zahl gehört zur heutigen SI-Definition der Sekunde über Caesium-133?"",""username"":""airina"",""client_ts"":""2026-06-21T13:18:22.130Z"",""message_index"":2}","2026-06-21 13:06:14.312+00"
"1010","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","paste","chat-input",,"2026-06-21 13:18:21.733092+00","{""phase"":""part2"",""username"":""airina"",""client_ts"":""2026-06-21T13:18:21.417Z"",""timestamp"":""2026-06-21T13:18:21.417Z"",""pasted_length"":79,""pasted_content"":""Welche Zahl gehört zur heutigen SI-Definition der Sekunde über Caesium-133?\r\n\r\n"",""input_length_before"":0}","2026-06-21 13:06:14.312+00"
"1015","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:18:40.229177+00","{""url"":""https://www.bipm.org/en/measurement-units/base-units"",""phase"":""part2"",""domain"":""bipm.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:18:39.996Z"",""message_id"":""1782047908140"",""hover_duration_ms"":250}","2026-06-21 13:06:14.312+00"
"1012","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:18:39.836689+00","{""url"":""https://www.bipm.org/en/measurement-units/base-units"",""phase"":""part2"",""domain"":""bipm.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:18:39.513Z"",""message_id"":""1782047908140""}","2026-06-21 13:06:14.312+00"
"1003","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","message-send","chat-input",,"2026-06-21 13:15:42.630816+00","{""phase"":""part1"",""message"":""Um wie viel gehen GPS-Satellitenuhren netto ungefähr pro Tag schneller als Uhren auf Meereshöhe, wenn relativistische Effekte berücksichtigt werden?"",""username"":""airina"",""client_ts"":""2026-06-21T13:15:42.501Z"",""message_index"":8}","2026-06-21 13:06:14.312+00"
"1016","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:18:40.296635+00","{""url"":""https://de.wikipedia.org/wiki/Sekunde"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:18:39.997Z"",""message_id"":""1782047908140""}","2026-06-21 13:06:14.312+00"
"1008","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","paste","chat-input",,"2026-06-21 13:17:32.330626+00","{""phase"":""part2"",""username"":""airina"",""client_ts"":""2026-06-21T13:17:31.981Z"",""timestamp"":""2026-06-21T13:17:31.981Z"",""pasted_length"":85,""pasted_content"":""Welcher exakte Zahlenwert definiert seit der SI-Neudefinition die Planck-Konstante h?"",""input_length_before"":0}","2026-06-21 13:06:14.312+00"
"1005","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-click","highlight-source-seg_719",,"2026-06-21 13:16:05.059453+00","{""url"":""https://www.gpsworld.com/inside-the-box-gps-and-relativity/"",""phase"":""part1"",""title"":""GPS World: GPS and Relativity"",""username"":""airina"",""client_ts"":""2026-06-21T13:16:04.934Z"",""message_id"":""1782047748507""}","2026-06-21 13:06:14.312+00"
"1009","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","message-send","chat-input",,"2026-06-21 13:17:32.800753+00","{""phase"":""part2"",""message"":""Welcher exakte Zahlenwert definiert seit der SI-Neudefinition die Planck-Konstante h?"",""username"":""airina"",""client_ts"":""2026-06-21T13:17:32.670Z"",""message_index"":1}","2026-06-21 13:06:14.312+00"
"1017","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-click","source-link",,"2026-06-21 13:18:41.622131+00","{""url"":""https://de.wikipedia.org/wiki/Sekunde"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:18:41.506Z"",""message_id"":""1782047908140""}","2026-06-21 13:06:14.312+00"
"1000","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","highlight-source-seg_225",,"2026-06-21 13:15:40.828487+00","{""url"":""https://www.si.edu/object/supermarket-scanner%3Anmah_892778"",""phase"":""part1"",""username"":""airina"",""client_ts"":""2026-06-21T13:15:40.444Z"",""message_id"":""1782047712994"",""hover_duration_ms"":17}","2026-06-21 13:06:14.312+00"
"997","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:14:38.156617+00","{""url"":""https://mars.nasa.gov/"",""phase"":""part1"",""domain"":""mars.nasa.gov"",""username"":""airina"",""client_ts"":""2026-06-21T13:14:37.493Z"",""message_id"":""1782047659208""}","2026-06-21 13:06:14.312+00"
"1001","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","highlight-source-seg_225",,"2026-06-21 13:15:40.838599+00","{""url"":""https://www.si.edu/object/supermarket-scanner%3Anmah_892778"",""phase"":""part1"",""username"":""airina"",""client_ts"":""2026-06-21T13:15:40.427Z"",""message_id"":""1782047712994""}","2026-06-21 13:06:14.312+00"
"993","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-start","source-link",,"2026-06-21 13:14:25.066291+00","{""url"":""https://mars.nasa.gov/"",""phase"":""part1"",""domain"":""mars.nasa.gov"",""username"":""airina"",""client_ts"":""2026-06-21T13:14:24.926Z"",""message_id"":""1782047659208""}","2026-06-21 13:06:14.312+00"
"994","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-click","source-link",,"2026-06-21 13:14:25.938614+00","{""url"":""https://mars.nasa.gov/"",""phase"":""part1"",""domain"":""mars.nasa.gov"",""username"":""airina"",""client_ts"":""2026-06-21T13:14:25.809Z"",""message_id"":""1782047659208""}","2026-06-21 13:06:14.312+00"
"990","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:14:22.255541+00","{""url"":""https://de.wikipedia.org/wiki/Halleyscher_Komet"",""phase"":""part1"",""domain"":""de.wikipedia.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:14:21.943Z"",""message_id"":""1782047599793"",""hover_duration_ms"":33}","2026-06-21 13:06:14.312+00"
"1002","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","paste","chat-input",,"2026-06-21 13:15:41.969879+00","{""phase"":""part1"",""username"":""airina"",""client_ts"":""2026-06-21T13:15:41.853Z"",""timestamp"":""2026-06-21T13:15:41.853Z"",""pasted_length"":148,""pasted_content"":""Um wie viel gehen GPS-Satellitenuhren netto ungefähr pro Tag schneller als Uhren auf Meereshöhe, wenn relativistische Effekte berücksichtigt werden?"",""input_length_before"":0}","2026-06-21 13:06:14.312+00"
"1018","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:18:41.655833+00","{""url"":""https://de.wikipedia.org/wiki/Sekunde"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:18:41.527Z"",""message_id"":""1782047908140"",""hover_duration_ms"":1530}","2026-06-21 13:06:14.312+00"
"1049","78ab412b-e66b-4894-b99b-49982c2a9bfb","alpha","source-link-hover-end","source-link",,"2026-06-21 13:22:16.793995+00","{""url"":""https://de.wikipedia.org/wiki/Mond"",""phase"":""part2"",""domain"":""de.wikipedia.org"",""username"":""airina"",""client_ts"":""2026-06-21T13:22:16.498Z"",""message_id"":""1782048102555"",""hover_duration_ms"":99}","2026-06-21 13:06:14.312+00"
